ticker,date,open,high,low,close
YVR,1993-08-02,87.5,87.5,87.5,87.5
YVR,1993-08-03,87.5,87.5,87.5,87.5
YVR,1993-08-04,87.5,87.5,87.5,87.5
YVR,1993-08-05,87.5,87.5,87.5,87.5
YVR,1993-08-06,87.5,87.5,87.5,87.5
YVR,1993-08-09,87.5,87.5,87.5,87.5
YVR,1993-08-10,87.5,91.4062,87.5,91.4062
YVR,1993-08-11,87.5,87.5,87.5,87.5
YVR,1993-08-12,87.5,87.5,87.5,87.5
YVR,1993-08-13,87.5,87.5,81.25,85.1562
YVR,1993-08-16,81.25,81.25,81.25,81.25
YVR,1993-08-17,81.25,81.25,81.25,81.25
YVR,1993-08-18,75.0,79.6875,75.0,75.0
YVR,1993-08-19,75.0,75.0,75.0,75.0
YVR,1993-08-20,75.0,75.0,75.0,75.0
YVR,1993-08-23,75.0,75.0,75.0,75.0
YVR,1993-08-24,75.0,75.0,75.0,75.0
YVR,1993-08-25,75.0,75.0,75.0,75.0
YVR,1993-08-26,78.125,104.688,78.125,104.688
YVR,1993-08-27,104.688,104.688,104.688,104.688
YVR,1993-08-30,112.5,112.5,110.938,110.938
YVR,1993-08-31,93.75,93.75,93.75,93.75
YVR,1993-09-01,93.75,93.75,93.75,93.75
YVR,1993-09-02,87.5,87.5,87.5,87.5
YVR,1993-09-03,87.5,87.5,87.5,87.5
YVR,1993-09-07,87.5,87.5,87.5,87.5
YVR,1993-09-08,84.375,100.0,75.0,78.125
YVR,1993-09-09,68.75,77.3438,68.75,77.3438
YVR,1993-09-10,75.0,87.5,75.0,84.375
YVR,1993-09-13,81.25,84.375,81.25,81.25
YVR,1993-09-14,81.25,81.25,81.25,81.25
YVR,1993-09-15,81.25,81.25,81.25,81.25
YVR,1993-09-16,81.25,81.25,81.25,81.25
YVR,1993-09-17,81.25,81.25,71.875,71.875
YVR,1993-09-20,71.875,71.875,71.875,71.875
YVR,1993-09-21,71.875,75.0,71.875,75.0
YVR,1993-09-22,71.875,71.875,71.875,71.875
YVR,1993-09-23,71.875,71.875,71.875,71.875
YVR,1993-09-24,68.75,93.75,68.75,91.4062
YVR,1993-09-27,93.75,96.875,93.75,96.875
YVR,1993-09-28,96.875,96.875,96.875,96.875
YVR,1993-09-29,84.375,84.375,84.375,84.375
YVR,1993-09-30,81.25,81.25,81.25,81.25
YVR,1993-10-01,81.25,89.0625,81.25,88.2812
YVR,1993-10-04,88.2812,88.2812,88.2812,88.2812
YVR,1993-10-05,81.25,81.25,81.25,81.25
YVR,1993-10-06,76.5625,76.5625,76.5625,76.5625
YVR,1993-10-07,76.5625,80.4688,76.5625,80.4688
YVR,1993-10-08,76.5625,76.5625,76.5625,76.5625
YVR,1993-10-11,76.5625,76.5625,76.5625,76.5625
YVR,1993-10-12,76.5625,76.5625,76.5625,76.5625
YVR,1993-10-13,76.5625,76.5625,76.5625,76.5625
