ticker,date,open,high,low,close
GGAA,2022-02-03,9.9,9.96,9.9,9.95
GGAA,2022-02-04,9.95,9.95,9.9,9.94
GGAA,2022-02-07,9.95,9.95,9.86,9.93
GGAA,2022-02-08,9.95,9.95,9.95,9.95
GGAA,2022-02-09,10.21,10.21,9.91,9.91
GGAA,2022-02-10,9.91,9.91,9.91,9.91
GGAA,2022-02-11,9.95,9.95,9.95,9.95
GGAA,2022-02-14,9.91,9.94,9.91,9.94
GGAA,2022-02-15,9.92,9.92,9.9,9.91
GGAA,2022-02-16,9.91,10.02,9.9,10.01
GGAA,2022-02-17,9.92,9.92,9.9,9.9
GGAA,2022-02-18,9.9,9.9,9.9,9.9
GGAA,2022-02-22,9.95,9.95,9.9,9.9
GGAA,2022-02-23,9.9,9.9,9.9,9.9
GGAA,2022-02-24,9.92,9.94,9.92,9.92
GGAA,2022-02-25,9.92,9.93,9.92,9.93
GGAA,2022-02-28,9.93,9.93,9.91,9.91
GGAA,2022-03-01,9.91,9.91,9.91,9.91
GGAA,2022-03-02,9.91,9.95,9.91,9.95
GGAA,2022-03-03,9.95,9.95,9.95,9.95
GGAA,2022-03-04,9.95,9.95,9.95,9.95
GGAA,2022-03-07,9.95,9.95,9.95,9.95
GGAA,2022-03-08,9.94,9.94,9.93,9.94
GGAA,2022-03-09,9.93,9.93,9.93,9.93
GGAA,2022-03-10,9.93,9.93,9.93,9.93
GGAA,2022-03-11,9.93,9.93,9.93,9.93
GGAA,2022-03-14,9.99,9.99,9.95,9.95
GGAA,2022-03-15,9.95,9.95,9.95,9.95
GGAA,2022-03-16,9.95,9.95,9.95,9.95
GGAA,2022-03-17,9.95,9.95,9.95,9.95
GGAA,2022-03-18,9.95,9.95,9.95,9.95
GGAA,2022-03-21,9.97,9.97,9.97,9.97
GGAA,2022-03-22,9.97,9.97,9.97,9.97
GGAA,2022-03-23,9.97,9.97,9.95,9.95
GGAA,2022-03-24,9.95,9.95,9.94,9.94
GGAA,2022-03-25,9.93,9.96,9.93,9.96
GGAA,2022-03-28,9.96,9.96,9.96,9.96
GGAA,2022-03-29,9.96,9.96,9.96,9.96
GGAA,2022-03-30,9.96,9.96,9.96,9.96
GGAA,2022-03-31,9.98,9.99,9.96,9.96
GGAA,2022-04-01,9.97,9.97,9.97,9.97
GGAA,2022-04-04,9.99,9.99,9.99,9.99
GGAA,2022-04-05,10.0,10.0,10.0,10.0
GGAA,2022-04-06,10.0,10.0,10.0,10.0
GGAA,2022-04-07,10.0,10.0,10.0,10.0
GGAA,2022-04-08,10.0,10.0,10.0,10.0
GGAA,2022-04-11,9.98,9.98,9.98,9.98
GGAA,2022-04-12,9.98,9.98,9.98,9.98
GGAA,2022-04-13,9.98,9.98,9.98,9.98
GGAA,2022-04-14,9.98,10.02,9.98,10.02
GGAA,2022-04-18,9.98,10.0,9.98,10.0
GGAA,2022-04-19,9.98,9.98,9.98,9.98
GGAA,2022-04-20,10.02,10.02,10.0,10.01
GGAA,2022-04-21,10.01,10.02,10.01,10.02
GGAA,2022-04-22,10.01,10.01,9.98,9.98
GGAA,2022-04-25,10.01,10.01,9.99,10.0
GGAA,2022-04-26,10.0,10.01,10.0,10.01
GGAA,2022-04-27,10.01,10.02,10.01,10.02
GGAA,2022-04-28,10.0,10.03,9.99,10.01
GGAA,2022-04-29,10.0,10.0,10.0,10.0
GGAA,2022-05-02,10.01,10.03,10.0,10.01
GGAA,2022-05-03,10.01,10.03,10.01,10.01
GGAA,2022-05-04,10.02,10.02,10.02,10.02
GGAA,2022-05-05,10.02,10.02,10.02,10.02
GGAA,2022-05-06,10.01,10.01,10.01,10.01
GGAA,2022-05-09,10.01,10.01,10.01,10.01
GGAA,2022-05-10,10.01,10.07,9.98,10.01
GGAA,2022-05-11,10.0,10.0,9.98,9.98
GGAA,2022-05-12,9.97,9.97,9.97,9.97
GGAA,2022-05-13,9.97,9.97,9.97,9.97
GGAA,2022-05-16,9.98,9.98,9.97,9.97
GGAA,2022-05-17,9.98,9.98,9.98,9.98
GGAA,2022-05-18,9.99,9.99,9.97,9.97
GGAA,2022-05-19,9.97,9.97,9.97,9.97
GGAA,2022-05-20,9.97,9.97,9.97,9.97
GGAA,2022-05-23,9.97,9.99,9.97,9.98
GGAA,2022-05-24,9.99,9.99,9.98,9.98
GGAA,2022-05-25,9.98,9.98,9.98,9.98
GGAA,2022-05-26,9.98,9.98,9.98,9.98
GGAA,2022-05-27,9.98,9.99,9.98,9.99
GGAA,2022-05-31,9.99,10.02,9.98,10.02
GGAA,2022-06-01,10.02,10.02,10.02,10.02
GGAA,2022-06-02,10.02,10.02,9.98,9.98
GGAA,2022-06-03,9.98,9.98,9.98,9.98
GGAA,2022-06-06,10.01,10.01,9.99,9.99
GGAA,2022-06-07,9.99,10.01,9.99,9.99
GGAA,2022-06-08,10.0,10.0,10.0,10.0
GGAA,2022-06-09,10.01,10.01,10.0,10.01
GGAA,2022-06-10,10.01,10.01,10.01,10.01
GGAA,2022-06-13,9.97,10.02,9.97,10.02
GGAA,2022-06-14,10.5,10.5,9.99,9.99
GGAA,2022-06-15,10.24,10.5,10.02,10.03
GGAA,2022-06-16,9.99,10.01,9.99,10.01
GGAA,2022-06-17,10.21,10.35,9.99,10.02
GGAA,2022-06-21,10.19,10.19,10.19,10.19
GGAA,2022-06-22,10.19,10.19,10.19,10.19
GGAA,2022-06-23,10.19,10.19,10.19,10.19
GGAA,2022-06-24,10.19,10.19,10.19,10.19
GGAA,2022-06-27,10.02,10.02,10.02,10.02
GGAA,2022-06-28,10.02,10.02,10.02,10.02
GGAA,2022-06-29,10.0,10.0,10.0,10.0
GGAA,2022-06-30,10.03,10.03,10.03,10.03
GGAA,2022-07-01,10.03,10.03,10.03,10.03
GGAA,2022-07-05,10.02,10.02,10.01,10.02
GGAA,2022-07-06,10.02,10.02,10.02,10.02
GGAA,2022-07-07,10.03,10.03,10.01,10.02
GGAA,2022-07-08,10.02,10.03,10.02,10.03
GGAA,2022-07-11,10.01,10.01,10.01,10.01
GGAA,2022-07-12,10.01,10.01,10.01,10.01
GGAA,2022-07-13,10.01,10.02,10.01,10.02
GGAA,2022-07-14,10.02,10.02,10.02,10.02
GGAA,2022-07-15,10.06,10.06,10.06,10.06
GGAA,2022-07-18,10.06,10.06,10.02,10.05
GGAA,2022-07-19,10.03,10.04,10.02,10.03
GGAA,2022-07-20,10.03,10.06,10.03,10.05
GGAA,2022-07-21,10.05,10.05,10.05,10.05
GGAA,2022-07-22,10.04,10.05,10.04,10.04
GGAA,2022-07-25,10.06,10.06,10.05,10.05
GGAA,2022-07-26,10.05,10.05,10.05,10.05
GGAA,2022-07-27,10.05,10.05,10.05,10.05
GGAA,2022-07-28,10.05,10.06,10.05,10.06
GGAA,2022-07-29,10.05,10.05,10.04,10.05
GGAA,2022-08-01,10.06,10.06,10.06,10.06
GGAA,2022-08-02,10.06,10.06,10.06,10.06
GGAA,2022-08-03,10.06,10.07,10.06,10.07
GGAA,2022-08-04,10.07,10.07,10.06,10.06
GGAA,2022-08-05,10.06,10.07,10.06,10.07
GGAA,2022-08-08,10.07,10.08,10.07,10.08
GGAA,2022-08-09,10.06,10.06,10.06,10.06
GGAA,2022-08-10,10.08,10.08,10.08,10.08
GGAA,2022-08-11,10.06,10.08,10.06,10.07
GGAA,2022-08-12,10.08,10.08,10.06,10.07
GGAA,2022-08-15,10.07,10.07,10.07,10.07
GGAA,2022-08-16,10.07,10.07,10.07,10.07
GGAA,2022-08-17,10.07,10.07,10.07,10.07
GGAA,2022-08-18,10.07,10.07,10.07,10.07
GGAA,2022-08-19,10.07,10.07,10.07,10.07
GGAA,2022-08-22,10.07,10.07,10.07,10.07
GGAA,2022-08-23,10.08,10.08,10.07,10.08
GGAA,2022-08-24,10.08,10.08,10.07,10.08
GGAA,2022-08-25,10.08,10.08,10.08,10.08
GGAA,2022-08-26,10.08,10.08,10.08,10.08
GGAA,2022-08-29,10.1,10.1,10.1,10.1
GGAA,2022-08-30,10.1,10.1,10.1,10.1
GGAA,2022-08-31,10.1,10.11,10.1,10.11
GGAA,2022-09-01,10.11,10.11,10.11,10.11
GGAA,2022-09-02,10.11,10.11,10.11,10.11
GGAA,2022-09-06,10.1,10.1,10.1,10.1
GGAA,2022-09-07,10.1,10.1,10.1,10.1
GGAA,2022-09-08,10.1,10.1,10.09,10.1
GGAA,2022-09-09,10.1,10.1,10.1,10.1
GGAA,2022-09-12,10.1,10.1,10.1,10.1
GGAA,2022-09-13,10.1,10.1,10.1,10.1
GGAA,2022-09-14,10.1,10.1,10.1,10.1
GGAA,2022-09-15,10.1,10.1,10.1,10.1
GGAA,2022-09-16,10.1,10.1,10.1,10.1
GGAA,2022-09-19,10.1,10.1,10.1,10.1
GGAA,2022-09-20,10.1,10.1,10.1,10.1
GGAA,2022-09-21,10.11,10.11,10.11,10.11
GGAA,2022-09-22,10.11,10.12,10.11,10.11
GGAA,2022-09-23,10.11,10.11,10.11,10.11
GGAA,2022-09-26,10.11,10.12,10.11,10.11
GGAA,2022-09-27,10.15,10.19,10.08,10.1
GGAA,2022-09-28,10.12,10.12,10.11,10.11
GGAA,2022-09-29,10.12,10.12,10.1,10.1
GGAA,2022-09-30,10.12,10.12,10.12,10.12
GGAA,2022-10-03,10.14,10.14,10.14,10.14
GGAA,2022-10-04,10.13,10.13,10.13,10.13
GGAA,2022-10-05,10.13,10.13,10.13,10.13
GGAA,2022-10-06,10.13,10.14,10.13,10.14
GGAA,2022-10-07,10.14,10.14,10.14,10.14
GGAA,2022-10-10,10.14,10.14,10.14,10.14
GGAA,2022-10-11,10.14,10.14,10.14,10.14
GGAA,2022-10-12,10.14,10.14,10.14,10.14
GGAA,2022-10-13,10.14,10.14,10.14,10.14
GGAA,2022-10-14,10.14,10.14,10.14,10.14
GGAA,2022-10-17,10.14,10.14,10.14,10.14
GGAA,2022-10-18,10.15,10.15,10.14,10.15
GGAA,2022-10-19,10.15,10.16,10.15,10.16
GGAA,2022-10-20,10.16,10.16,10.16,10.16
GGAA,2022-10-21,10.16,10.16,10.16,10.16
GGAA,2022-10-24,10.16,10.16,10.16,10.16
GGAA,2022-10-25,10.16,10.16,10.16,10.16
GGAA,2022-10-26,10.18,10.19,10.18,10.19
GGAA,2022-10-27,10.19,10.19,10.19,10.19
GGAA,2022-10-28,10.19,10.19,10.19,10.19
GGAA,2022-10-31,10.19,10.19,10.19,10.19
GGAA,2022-11-01,10.19,10.19,10.19,10.19
GGAA,2022-11-02,10.19,10.19,10.19,10.19
GGAA,2022-11-03,10.19,10.19,10.19,10.19
GGAA,2022-11-04,10.19,10.19,10.19,10.19
GGAA,2022-11-07,10.2,10.2,10.2,10.2
GGAA,2022-11-08,10.2,10.21,10.2,10.2
GGAA,2022-11-09,10.2,10.2,10.2,10.2
GGAA,2022-11-10,10.2,10.2,10.2,10.2
GGAA,2022-11-11,10.2,10.21,10.2,10.21
GGAA,2022-11-14,10.21,10.21,10.21,10.21
GGAA,2022-11-15,10.21,10.21,10.21,10.21
GGAA,2022-11-16,10.21,10.21,10.21,10.21
GGAA,2022-11-17,10.23,10.23,10.23,10.23
GGAA,2022-11-18,10.22,10.22,10.22,10.22
GGAA,2022-11-21,10.22,10.22,10.22,10.22
GGAA,2022-11-22,10.22,10.22,10.22,10.22
GGAA,2022-11-23,10.22,10.22,10.22,10.22
GGAA,2022-11-25,10.22,10.22,10.22,10.22
GGAA,2022-11-28,10.23,10.23,10.23,10.23
GGAA,2022-11-29,10.23,10.23,10.23,10.23
GGAA,2022-11-30,10.23,10.28,10.23,10.28
GGAA,2022-12-01,10.23,10.23,10.23,10.23
GGAA,2022-12-02,10.26,10.26,10.24,10.25
GGAA,2022-12-05,10.25,10.25,10.25,10.25
GGAA,2022-12-06,10.25,10.25,10.25,10.25
GGAA,2022-12-07,10.26,10.26,10.26,10.26
GGAA,2022-12-08,10.26,10.26,10.26,10.26
GGAA,2022-12-09,10.26,10.26,10.26,10.26
GGAA,2022-12-12,10.26,10.26,10.26,10.26
GGAA,2022-12-13,10.27,10.27,10.27,10.27
GGAA,2022-12-14,10.26,10.32,10.26,10.29
GGAA,2022-12-15,10.29,10.31,10.29,10.31
GGAA,2022-12-16,10.31,10.31,10.31,10.31
GGAA,2022-12-19,10.3,10.31,10.3,10.31
GGAA,2022-12-20,10.3,10.3,10.3,10.3
GGAA,2022-12-21,10.34,10.34,10.32,10.34
GGAA,2022-12-22,10.35,10.35,10.34,10.34
