,open,high,low,close
0,0.22418727,0.16670626,0.25126907,0.15667026
1,0.1768805,0.13624392,0.20910138,0.11601676
2,0.13487056,0.083772,0.16759674,0.07789458
3,0.10287292,0.07385196,0.11687548,0.017899178
4,0.06874362,0.026782386,0.08883117,0.020213306
5,0.018142536,0.019396812,0.057736754,0.025902517
6,0.08071276,0.06129945,0.14440341,0.0818288
7,0.10220027,0.05044572,0.13598597,0.06252933
8,0.09836631,0.072472975,0.15356085,0.0853537
9,0.12411712,0.07409137,0.14249113,0.05833046
10,0.081461266,0.07444252,0.1349357,0.077520095
11,0.14629239,0.1504267,0.21139115,0.16946909
12,0.21642035,0.16705164,0.2296291,0.12667377
13,0.18926746,0.15693158,0.21332116,0.13255773
14,0.16489214,0.10946189,0.20231777,0.11974889
15,0.18172881,0.14189374,0.21976008,0.12777476
16,0.16504039,0.10716297,0.18879832,0.10970853
17,0.1712834,0.12565543,0.21433006,0.13908842
18,0.18605301,0.13814527,0.24629359,0.14711432
19,0.19759284,0.20679292,0.26366958,0.22510862
20,0.21191029,0.17166197,0.22945881,0.14168231
21,0.19412374,0.14423442,0.21593578,0.12640707
22,0.14911021,0.089328185,0.17138112,0.0795227
23,0.10002715,0.059599645,0.14366844,0.07547614
24,0.09390011,0.05633258,0.13659376,0.073522784
25,0.077631615,0.048763722,0.11748439,0.06978454
26,0.120177306,0.07492618,0.17967063,0.08352216
27,0.14528222,0.089783736,0.1432187,0.041895173
28,0.09393833,0.054752864,0.14633872,0.07562376
29,0.099309325,0.052169494,0.15237626,0.068721354
30,0.1135622,0.07379669,0.15582784,0.080901265
31,0.117867365,0.059341453,0.16065195,0.062121093
32,0.064811714,0.03027986,0.12029453,0.03691528
33,-0.019798875,-0.06287639,0.0059186965,-0.07837972
34,-0.029672459,-0.08866985,0.00990738,-0.06587529
35,-0.03169763,-0.092120305,-0.009125724,-0.08335735
36,-0.06395356,-0.10777603,-0.009254724,-0.09662044
37,-0.061973765,-0.12756686,-0.047510207,-0.14259611
38,-0.11244564,-0.12995018,-0.05367315,-0.10185769
39,-0.060146004,-0.10091977,-0.021908492,-0.0761774
40,-0.04653904,-0.113507494,-0.012953475,-0.09333491
41,-0.055928156,-0.099883795,-0.013347656,-0.10426146
42,-0.06906375,-0.104267925,-0.007906899,-0.10337515
43,-0.05267921,-0.11905664,-0.010688186,-0.10060659
44,-0.04559642,-0.06788319,0.01384899,-0.044161007
45,0.016327962,-0.04892385,0.050454035,-0.033993125
46,-0.015540376,-0.0765848,0.03195803,-0.052189156
47,0.0066577345,-0.04695411,0.031696394,-0.057209298
48,-0.019267797,-0.053805992,0.03136848,-0.03529349
49,0.027282864,-0.02951099,0.03322871,-0.06296575
50,-0.028130516,-0.08144924,0.014401168,-0.07460627
51,-0.04213816,-0.08417931,0.012017697,-0.07456373
52,-0.025366053,-0.052067578,0.029758409,-0.027983785
53,0.011107668,-0.036109477,0.063611716,-0.0093782395
54,0.029107094,-0.0046113133,0.08814889,0.010655269
55,0.050853036,0.043427378,0.11228825,0.06625711
56,0.08532437,0.06658857,0.14537898,0.045075446
57,0.058623657,0.00718043,0.09764161,0.025386631
58,0.0854081,0.023138478,0.11223275,0.034515932
59,0.0719495,0.10085681,0.13736668,0.08992306
60,0.14588861,0.12915358,0.20095862,0.12775695
61,0.16983083,0.13784179,0.22145109,0.13966098
62,0.16670752,0.13319084,0.2044138,0.15657902
63,0.18380259,0.1710918,0.23153695,0.17881927
64,0.23158056,0.2196641,0.29931948,0.21962261
65,0.2799399,0.24549308,0.32987732,0.24218741
66,0.26816076,0.24851216,0.31562492,0.26514167
67,0.34371477,0.30688873,0.3853171,0.28524005
68,0.31824142,0.33511877,0.38299996,0.35096717
69,0.47770506,0.44865274,0.50799215,0.41182637
70,0.4693495,0.4378658,0.52397573,0.44600934
71,0.50427294,0.49484175,0.56767553,0.5025847
72,0.5462373,0.50633115,0.56104845,0.48906195
73,0.4691521,0.4877408,0.53870666,0.48222446
74,0.5360503,0.51763827,0.6034192,0.5112798
75,0.5474933,0.5722965,0.62181133,0.5779319
76,0.5506034,0.58977187,0.6272372,0.59944195
77,0.6375908,0.6035957,0.60403335,0.50108737
78,0.47917986,0.52251136,0.5397855,0.5334529
79,0.533159,0.50438786,0.5688979,0.48040253
80,0.49974036,0.47605997,0.48760918,0.3784132
81,0.4273706,0.42172062,0.48754647,0.43680596
82,0.4680431,0.48389882,0.5397999,0.47488326
83,0.52079487,0.4885186,0.5700395,0.48200047
84,0.53633964,0.51214665,0.6106229,0.5086543
85,0.6379257,0.64308816,0.71048474,0.62474835
86,0.6443948,0.64063823,0.71768266,0.6323199
87,0.65086395,0.63818824,0.7248805,0.6398915
88,0.6450922,0.6111942,0.69252634,0.6002766
89,0.6462322,0.6154805,0.6973704,0.58552057
90,0.6325152,0.59262156,0.63882494,0.5531751
91,0.5809452,0.5473529,0.6461886,0.5532825
92,0.629466,0.58371985,0.6788815,0.5665009
93,0.61720234,0.6021457,0.6721218,0.60379934
94,0.63177824,0.6400466,0.7089258,0.6253256
95,0.69283056,0.6851507,0.75600725,0.68267995
96,0.71454424,0.7042435,0.77112883,0.7008311
97,0.7515347,0.73000574,0.7933453,0.6862699
98,0.64402497,0.60643625,0.60450673,0.50113624
99,0.56829625,0.51908255,0.5676437,0.4813825
