,open,high,low,close
0,-1.1088877,-1.206897,-0.98725504,-1.1722244
1,-1.1616026,-1.4054724,-1.4219553,-1.5831546
2,-1.5619708,-1.7447757,-1.5002563,-1.5547378
3,-1.4984134,-1.6372842,-1.9134734,-2.041218
4,-2.061433,-2.2044868,-2.3354428,-2.4176183
5,-2.571226,-2.4064634,-2.5921757,-2.463648
6,-2.199031,-2.1999955,-2.1710525,-2.0594919
7,-2.318796,-2.495546,-2.4140596,-2.2452636
8,-2.3128579,-2.035901,-2.2508702,-1.8098229
9,-1.8058525,-2.081476,-2.0128207,-2.1012611
10,-2.0803235,-2.1053083,-1.9175959,-1.8827354
11,-1.7111646,-1.7639811,-1.5658963,-1.5579586
12,-1.5504557,-1.5697185,-1.8064499,-1.9938773
13,-1.8353269,-1.79057,-1.9283142,-1.9258026
14,-1.9727261,-2.03203,-2.0022385,-1.7894473
15,-1.6985227,-1.8332317,-1.6039248,-1.7551886
16,-1.7635751,-2.0060623,-1.7379892,-1.8040092
17,-1.6077105,-1.6718714,-1.4280629,-1.4452218
18,-1.3109635,-1.4986178,-1.2204478,-1.3039984
19,-1.2581935,-1.1543559,-1.0691276,-0.93261904
20,-0.969133,-1.050132,-0.79494053,-0.8421519
21,-0.81049097,-1.0222082,-0.8823249,-1.0055313
22,-1.035288,-1.2537975,-0.9855569,-1.0800546
23,-1.1297312,-1.2114674,-1.011939,-0.9932222
24,-1.1313989,-1.2163911,-1.0157931,-0.9947751
25,-1.1199862,-1.2140452,-1.010663,-0.98305494
26,-0.9661242,-1.1241608,-0.8196911,-0.9923479
27,-0.9004997,-1.06529,-0.93194073,-1.1108124
28,-1.0487508,-0.96786904,-0.8576688,-0.76675844
29,-0.79812473,-0.89019,-0.774512,-0.83063716
30,-0.8253239,-0.9752487,-0.7166842,-0.75003564
31,-0.6585427,-0.8653556,-0.6111156,-0.73518366
32,-0.8277874,-0.92000103,-0.6583844,-0.7456448
33,-0.8931626,-1.0219336,-0.79881424,-0.9143463
34,-0.89064777,-1.1008563,-0.8118687,-0.89832586
35,-0.8993081,-1.0801353,-0.7942893,-0.8836686
36,-0.9439479,-1.1952739,-1.1102335,-1.3164068
37,-1.2018179,-1.449006,-1.2646544,-1.426109
38,-1.2907057,-1.1336232,-1.1010008,-0.9192063
39,-0.9479016,-0.92995596,-0.76528084,-0.7058724
40,-0.71607274,-0.82606536,-0.52868974,-0.72451186
41,-0.741657,-0.9868237,-1.0303597,-1.0461314
42,-1.0201974,-1.1007615,-1.0444088,-1.2414441
43,-1.2848495,-1.5474445,-1.3218291,-1.4413003
44,-1.2789758,-1.1264156,-1.0884869,-0.9625018
45,-0.9496722,-1.1664546,-0.8377059,-0.95855397
46,-1.0401105,-1.2547145,-0.89352804,-1.08974
47,-0.9224218,-1.1036701,-1.0194371,-0.9780485
48,-1.0049148,-1.2554911,-0.9590232,-1.0318018
49,-0.9724276,-1.1910845,-1.0348041,-1.0824398
50,-1.0574397,-1.2162503,-0.9692183,-1.0114443
51,-1.0572504,-1.2628921,-0.98028356,-1.1908551
52,-1.0984021,-1.077166,-0.9636988,-0.8818503
53,-0.88162386,-0.8354153,-0.70761335,-0.63509005
54,-0.58965653,-0.7725426,-0.5389205,-0.6826773
55,-0.6842288,-0.8057118,-0.5507151,-0.686648
56,-0.7827414,-0.97127223,-0.8053253,-1.0002191
57,-1.0741363,-1.3314508,-1.0693514,-1.2053325
58,-0.9353895,-1.1213806,-0.9069578,-0.9796017
59,-0.94069076,-0.815602,-0.7400554,-0.63619685
60,-0.60710764,-0.7329708,-0.5692737,-0.64404553
61,-0.50138533,-0.7111327,-0.5179109,-0.6521215
62,-0.74194354,-0.95752835,-0.69885457,-0.82705396
63,-0.7999548,-0.71937925,-0.67079854,-0.56789666
64,-0.43363786,-0.33950156,-0.21917409,-0.17788945
65,-0.17067389,-0.2906351,-0.056382567,-0.24176814
66,-0.25413573,-0.37222552,-0.089461684,-0.18466245
67,-0.1710703,-0.3083524,-0.092039585,-0.29884303
68,-0.28766972,-0.32478106,-0.11954892,-0.13561653
69,-0.06210649,-0.1692013,0.07520257,-0.11180754
70,-0.048093706,-0.06097552,0.1508668,0.14008027
71,0.22979185,0.16550179,0.44050348,0.32712722
72,0.30995047,0.2666578,0.3561691,0.34217393
73,0.29554126,0.5741038,0.51193213,0.6796075
74,0.77580464,0.6273722,0.8009057,0.56594616
75,0.55036175,0.37710822,0.59239507,0.45611417
76,0.46974212,0.2879812,0.5173271,0.41404384
77,0.35753524,0.18651547,0.46223408,0.25644127
78,0.19035755,0.15147872,0.3987201,0.35339904
79,0.17420422,0.038207814,0.3208838,0.12738578
80,0.10572852,-0.00029708445,0.22461419,-0.007434875
81,0.04920297,0.14027606,0.26215196,0.30624318
82,0.23555666,0.1712681,0.42103136,0.28799325
83,0.27553686,0.21633296,0.49059537,0.40688914
84,0.5741576,0.60854924,0.8168997,0.7488012
85,0.7470754,0.58651817,0.9401723,0.77442753
86,0.711608,0.5699561,0.91299444,0.7377768
87,0.6761406,0.5533941,0.8858167,0.7011261
88,0.54248804,0.33514407,0.5355916,0.46427363
89,0.4174912,0.44510388,0.609134,0.37404323
90,0.34268516,0.25119781,0.5511898,0.43452394
91,0.47219473,0.44966292,0.6657762,0.6192992
92,0.8007878,0.7392344,1.0205925,0.8246496
93,0.9463817,0.9243604,1.1855059,1.0623229
94,1.0874537,0.9850321,1.2447925,1.0241469
95,1.0421034,1.0104216,1.2718534,1.1286987
96,1.1173527,1.1982821,1.3277583,1.3294407
97,1.3810273,1.2973039,1.603802,1.3909599
98,1.3115181,1.1974387,1.3970652,1.1825361
99,1.2760506,1.1239185,1.443289,1.1838876
