,loss
0,1.0540623664855957
1,1.0489883422851562
2,1.0440603494644165
3,1.0392756462097168
4,1.0346298217773438
5,1.0301183462142944
6,1.0257354974746704
7,1.0214751958847046
8,1.0173310041427612
9,1.013296365737915
10,1.0093646049499512
11,1.0055292844772339
12,1.001784324645996
13,0.9981236457824707
14,0.9945411682128906
15,0.991031289100647
16,0.9875884056091309
17,0.9842073321342468
18,0.9808828234672546
19,0.9776099920272827
20,0.974384069442749
21,0.9712002277374268
22,0.9680538773536682
23,0.9649401903152466
24,0.9618545770645142
25,0.9587916731834412
26,0.955746054649353
27,0.9527117013931274
28,0.9496819972991943
29,0.9466493725776672
30,0.9436056017875671
31,0.9405413866043091
32,0.9374463558197021
33,0.934309184551239
34,0.9311166405677795
35,0.9278545379638672
36,0.9245069622993469
37,0.9210566878318787
38,0.9174843430519104
39,0.9137690663337708
40,0.9098886251449585
41,0.9058191180229187
42,0.9015359282493591
43,0.8970130681991577
44,0.8922246694564819
45,0.8871442675590515
46,0.8817455768585205
47,0.8760023713111877
48,0.8698877692222595
49,0.8633741736412048
50,0.8564338684082031
51,0.8490414619445801
52,0.8411825299263
53,0.8328667283058167
54,0.8241364359855652
55,0.815056324005127
56,0.8056883215904236
57,0.7960796356201172
58,0.7862662672996521
59,0.7762824892997742
60,0.7661647796630859
61,0.7559509873390198
62,0.7456740736961365
63,0.7353475689888
64,0.7249251008033752
65,0.7141512036323547
66,0.7019966244697571
67,0.6861764788627625
68,0.6685930490493774
69,0.6541097164154053
70,0.6485354900360107
71,0.6368053555488586
72,0.6216306686401367
73,0.6109007000923157
74,0.6018049120903015
75,0.5930162668228149
76,0.583931565284729
77,0.5743101239204407
78,0.5642735362052917
79,0.554121732711792
80,0.5441551804542542
81,0.5347395539283752
82,0.5269238948822021
83,0.5205620527267456
84,0.5104261636734009
85,0.5027491450309753
86,0.495895117521286
87,0.48917677998542786
88,0.4823845326900482
89,0.47547200322151184
90,0.46849021315574646
91,0.4615758955478668
92,0.45499324798583984
93,0.44919639825820923
94,0.4438857138156891
95,0.43757855892181396
96,0.43167591094970703
97,0.426364928483963
98,0.42126137018203735
99,0.4161716401576996
100,0.41105130314826965
101,0.40595459938049316
102,0.40101176500320435
103,0.3963777422904968
104,0.39203864336013794
105,0.38768646121025085
106,0.3832634389400482
107,0.3790286183357239
108,0.3750423491001129
109,0.3712020516395569
110,0.36741769313812256
111,0.3636670410633087
112,0.3599889874458313
113,0.3564459979534149
114,0.35305675864219666
115,0.34975680708885193
116,0.34647735953330994
117,0.3432404398918152
118,0.34010469913482666
119,0.3370777368545532
120,0.3341231644153595
121,0.33120986819267273
122,0.32833871245384216
123,0.3255344033241272
124,0.3228157162666321
125,0.32017096877098083
126,0.3175717890262604
127,0.3150118589401245
128,0.31251099705696106
129,0.31008225679397583
130,0.3077164888381958
131,0.3053984045982361
132,0.30312439799308777
133,0.3009030222892761
134,0.2987421751022339
135,0.2966376841068268
136,0.2945784032344818
137,0.2925606369972229
138,0.29059046506881714
139,0.2886722981929779
140,0.2868024408817291
141,0.284974604845047
142,0.2831866145133972
143,0.2814408540725708
144,0.2797392010688782
145,0.2780793011188507
146,0.27645665407180786
147,0.2748692035675049
148,0.2733180820941925
149,0.27180394530296326
150,0.2703250050544739
151,0.2688782215118408
152,0.26746201515197754
153,0.26607632637023926
154,0.264721155166626
155,0.26339495182037354
156,0.2620956003665924
157,0.2608214020729065
158,0.2595718801021576
159,0.2583465874195099
160,0.2571443021297455
161,0.2559632360935211
162,0.254801869392395
163,0.25365927815437317
164,0.2525343596935272
165,0.2514258325099945
166,0.25033169984817505
167,0.2492501437664032
168,0.24817973375320435
169,0.2471189647912979
170,0.24606604874134064
171,0.24501889944076538
172,0.24397525191307068
173,0.242932990193367
174,0.24188968539237976
175,0.24084274470806122
176,0.23978906869888306
177,0.23872524499893188
178,0.23764771223068237
179,0.236552432179451
180,0.2354348599910736
181,0.23428970575332642
182,0.2331109642982483
183,0.23189197480678558
184,0.23062530159950256
185,0.2293022722005844
186,0.22791294753551483
187,0.226445734500885
188,0.22488711774349213
189,0.22322100400924683
190,0.22142785787582397
191,0.21948373317718506
192,0.21735891699790955
193,0.21501630544662476
194,0.21240802109241486
195,0.2094690352678299
196,0.20611345767974854
197,0.2022499144077301
198,0.19781669974327087
199,0.19281883537769318
200,0.18730029463768005
201,0.18131385743618011
202,0.17597255110740662
203,0.17873142659664154
204,0.1718585044145584
205,0.1658400297164917
206,0.15647199749946594
207,0.15092773735523224
208,0.14760489761829376
209,0.14429473876953125
210,0.13622619211673737
211,0.1374700665473938
212,0.13169799745082855
213,0.13105791807174683
214,0.1263313740491867
215,0.12683720886707306
216,0.12396764755249023
217,0.12465953826904297
218,0.12120504677295685
219,0.12285017222166061
220,0.12045860290527344
221,0.11956644803285599
222,0.11985979974269867
223,0.11786767095327377
224,0.11732759326696396
225,0.11715786159038544
226,0.11559077352285385
227,0.11495307832956314
228,0.11430127918720245
229,0.11279163509607315
230,0.11260773986577988
231,0.1116693764925003
232,0.1109219491481781
233,0.11078137159347534
234,0.10951472073793411
235,0.10922729223966599
236,0.10800766199827194
237,0.10796103626489639
238,0.1068674623966217
239,0.10659639537334442
240,0.10565410554409027
241,0.10530485212802887
242,0.10464002937078476
243,0.10406395047903061
244,0.10365599393844604
245,0.10282424092292786
246,0.10254281759262085
247,0.10177022963762283
248,0.10127986967563629
249,0.10096623748540878
250,0.1002604216337204
251,0.09980104118585587
252,0.09953740984201431
253,0.09896328300237656
254,0.09833400696516037
255,0.09790413081645966
256,0.09753570705652237
257,0.09703313559293747
258,0.09654900431632996
259,0.0961865708231926
260,0.09575149416923523
261,0.0952465832233429
262,0.09484857320785522
263,0.09449915587902069
264,0.0940651148557663
265,0.09359182417392731
266,0.09314580261707306
267,0.09276069700717926
268,0.09239858388900757
269,0.09200494736433029
270,0.09158193320035934
271,0.09114499390125275
272,0.09072515368461609
273,0.09032776206731796
274,0.0899467021226883
275,0.08957786858081818
276,0.08922487497329712
277,0.08891472965478897
278,0.08867521584033966
279,0.08857059478759766
280,0.088539257645607
281,0.08839115500450134
282,0.08751940727233887
283,0.0864885076880455
284,0.08635445684194565
285,0.08628023415803909
286,0.08546378463506699
287,0.0849929228425026
288,0.08492755889892578
289,0.08429231494665146
290,0.0837818905711174
291,0.08360950648784637
292,0.08301877975463867
293,0.08255628496408463
294,0.08228452503681183
295,0.08170751482248306
296,0.08127418160438538
297,0.08097992837429047
298,0.08048692345619202
299,0.08008703589439392
300,0.07984862476587296
301,0.07948777079582214
302,0.07904527336359024
303,0.07867491245269775
304,0.07831551134586334
305,0.07788098603487015
306,0.07743749767541885
307,0.0770823135972023
308,0.07676474750041962
309,0.07639851421117783
310,0.0760032907128334
311,0.07562898844480515
312,0.07528550922870636
313,0.0749431923031807
314,0.0745786726474762
315,0.07420443743467331
316,0.07383034378290176
317,0.07347015291452408
318,0.07312317937612534
319,0.07278691977262497
320,0.07245783507823944
321,0.07214048504829407
322,0.07185482978820801
323,0.07168295234441757
324,0.07179655879735947
325,0.07295782119035721
326,0.07523912936449051
327,0.07627733051776886
328,0.07218644767999649
329,0.07191797345876694
330,0.072065070271492
331,0.07046008110046387
332,0.07084690034389496
333,0.06944183260202408
334,0.07033829391002655
335,0.06871342658996582
336,0.06916948407888412
337,0.06848468631505966
338,0.0683964416384697
339,0.06813036650419235
340,0.06733476370573044
341,0.06766754388809204
342,0.06696366518735886
343,0.0670417845249176
344,0.06626391410827637
345,0.06647046655416489
346,0.06591732800006866
347,0.06599212437868118
348,0.06534238159656525
349,0.06546944379806519
350,0.06499547511339188
351,0.0649784654378891
352,0.06456170231103897
353,0.06440580636262894
354,0.06422439962625504
355,0.06399252265691757
356,0.06384009122848511
357,0.06351332366466522
358,0.06348370760679245
359,0.06316373497247696
360,0.06311061233282089
361,0.06283511966466904
362,0.06270169466733932
363,0.06256037950515747
364,0.062334876507520676
